,string_X_train,Y_label,EXPNO,from,predict,class,預測部門代號
880,TERMS OF PRICE  CIF BUSAN PORTCOUNTRY OF ORIGIN  TAIWAN ROCGLASS FIBER  YARN ECG7510TECG7510BECG7510B9,YARN,XU,20210406.xlsx,[' YARN '],rule,45
881,TERMS OF PRICE  CIF BUSAN PORTCOUNTRY OF ORIGIN  TAIWAN ROCGLASS FIBER  YARN ECG7510TECG7510BECG7510B9,YARN,XU,20210406.xlsx,[' YARN '],rule,45
882,COUNTRY OF ORIGIN  TAIWANPRICE TERMS  CIF BUSAN PORTSOUTH KOREAGLASS FIBER  YARN ECG150107000KGSUSD240KG,YARN,XU,20210406.xlsx,[' YARN '],rule,45
883,COUNTRY OF ORIGIN  TAIWANPRICE TERMS  CIF BUSAN PORTSOUTH KOREAGLASS FIBER  YARN ECG7510B18000KGSUSD140KG,YARN,XU,20210406.xlsx,[' YARN '],rule,45
884,COUNTRY OF ORIGIN  TAIWANPRICE TERMS  CIF BUSAN PORTSOUTH KOREAGLASS FIBER  YARN ECG7510T18000KGSUSD150KG,YARN,XU,20210406.xlsx,[' YARN '],rule,45
887,TERMS OF PRICE  CIF BUSANHS CODE  7019190000DESCRIPTION  GLASS FIBER  YARN QTY  137000 KGSAMOUNT  USD 26250000,YARN,XU,20210406.xlsx,[' YARN '],rule,45
888,TERMS OF PRICE  CIF BUSANHS CODE  7019190000DESCRIPTION  GLASS FIBER  YARN QTY  137000 KGSAMOUNT  USD 26250000,YARN,XU,20210406.xlsx,[' YARN '],rule,45
889,TERMS OF PRICE  CIF BUSANHS CODE  7019190000DESCRIPTION  GLASS FIBER  YARN QTY  137000 KGSAMOUNT  USD 26250000,YARN,XU,20210406.xlsx,[' YARN '],rule,45
890,TERMS OF PRICE  CIF BUSANHS CODE  7019190000DESCRIPTION  GLASS FIBER  YARN QTY  137000 KGSAMOUNT  USD 26250000,YARN,XU,20210406.xlsx,[' YARN '],rule,45
891,TERMS OF PRICE  CIF BUSANHS CODE  7019190000DESCRIPTION  GLASS FIBER  YARN QTY  137000 KGSAMOUNT  USD 26250000,YARN,XU,20210406.xlsx,[' YARN '],rule,45
892,TERMS OF PRICE  CIF BUSANHS CODE  7019190000DESCRIPTION  GLASS FIBER  YARN QTY  137000 KGSAMOUNT  USD 26250000,YARN,XU,20210406.xlsx,[' YARN '],rule,45
893,RESIN  NPSN 901 X 75 QTY 35200KGS AT USD 400 PER KGINCOTERMS CIF JEDDAH SAUDI ARABIA,NPSN 901 X 75,2R,20210406.xlsx,[' NPSN '],rule,2R
906,DETAILS AS PER OFFER NO  FCFC2020241 VISCOSE STAPLE FIBER 15D X 40MM SEMI DULL193500KGS  USD206KG USD39861000ORIGIN TAIWANCFR INCHON KOREA,VISCOSE STAPLE FIBER,41,20210406.xlsx,['VISCOSE STAPLE FIBER'],rule,41
907,DETAILS AS PER OFFER NO  FCFC2020241 VISCOSE STAPLE FIBER 15D X 40MM SEMI DULL193500KGS  USD206KG USD39861000ORIGIN TAIWANCFR INCHON KOREA,VISCOSE STAPLE FIBER,41,20210406.xlsx,['VISCOSE STAPLE FIBER'],rule,41
909, PVC SUSPENSION RESIN  S65D3400 MTAS PER TRICON REF NO374749DT 19032021TERM OF SALE CIF MUNDRAINDIA INCOTERMS 2020,PVC SUSPENSION RESIN,11,20210406.xlsx,"[' RESIN ', 'PVC SUSPENSION RESIN']",rule,11
916,9000 MTS PVC SUSPENSION RESIN S65D UNIT PRICE 162000 USD3100 MTS PVC SUSPENSION RESIN S70 UNIT PRICE 162000 USD7000 MTS  PVC MASS RESIN B57  UNIT PRICE 163000 USDTOTAL AMOUNT 31012000PACKING  25KGS IN PP WOVEN BAG WITH PE INNER BAGSHIPPER PROFORMA INVOICE NO 21N04M031 AND 21N04M032 DATED17MAR2021DELIVERY TERMS CIF PIPAVAV PORT INDIA,PVC MASS RESIN B57,11,20210406.xlsx,"[' PP ', 'PVC MASS RESIN B57', ' PE ', 'PVC SUSPENSION RESIN']",rule,11
917,9000 MTS PVC SUSPENSION RESIN S65D UNIT PRICE 162000 USD3100 MTS PVC SUSPENSION RESIN S70 UNIT PRICE 162000 USD7000 MTS  PVC MASS RESIN B57  UNIT PRICE 163000 USDTOTAL AMOUNT 31012000PACKING  25KGS IN PP WOVEN BAG WITH PE INNER BAGSHIPPER PROFORMA INVOICE NO 21N04M031 AND 21N04M032 DATED17MAR2021DELIVERY TERMS CIF PIPAVAV PORT INDIA,PVC MASS RESIN B57,11,20210406.xlsx,"[' PP ', 'PVC MASS RESIN B57', ' PE ', 'PVC SUSPENSION RESIN']",rule,11
918,9000 MTS PVC SUSPENSION RESIN S65D UNIT PRICE 162000 USD3100 MTS PVC SUSPENSION RESIN S70 UNIT PRICE 162000 USD7000 MTS  PVC MASS RESIN B57  UNIT PRICE 163000 USDTOTAL AMOUNT 31012000PACKING  25KGS IN PP WOVEN BAG WITH PE INNER BAGSHIPPER PROFORMA INVOICE NO 21N04M031 AND 21N04M032 DATED17MAR2021DELIVERY TERMS CIF PIPAVAV PORT INDIA,PVC MASS RESIN B57,11,20210406.xlsx,"[' PP ', 'PVC MASS RESIN B57', ' PE ', 'PVC SUSPENSION RESIN']",rule,11
921,57600 KGS OF  TETRAHYDROFURAN  DRUMSAT THE RATE OFUSD 540 PER KGAS PER PURCHASE ORDER NO 142100986 DATED08042021CIF VIZAG SEA PORT INDIAAS PER INCOTERMS 2020,TETRAHYDROFURAN,2P,20210406.xlsx,[' TETRAHYDROFURAN '],rule,2P
922,57600 KGS OF  TETRAHYDROFURAN  DRUMSAT THE RATE OFUSD 540 PER KGAS PER PURCHASE ORDER NO 142100986 DATED08042021CIF VIZAG SEA PORT INDIAAS PER INCOTERMS 2020,TETRAHYDROFURAN,2P,20210406.xlsx,[' TETRAHYDROFURAN '],rule,2P
923,57600 KGS OF  TETRAHYDROFURAN  DRUMSAT THE RATE OFUSD 540 PER KGAS PER PURCHASE ORDER NO 142100986 DATED08042021CIF VIZAG SEA PORT INDIAAS PER INCOTERMS 2020,TETRAHYDROFURAN,2P,20210406.xlsx,[' TETRAHYDROFURAN '],rule,2P
924,57600 KGS OF  TETRAHYDROFURAN  DRUMSAT THE RATE OFUSD 540 PER KGAS PER PURCHASE ORDER NO 142100986 DATED08042021CIF VIZAG SEA PORT INDIAAS PER INCOTERMS 2020,TETRAHYDROFURAN,2P,20210406.xlsx,[' TETRAHYDROFURAN '],rule,2P
927,COUNTRY OF ORIGIN  TAIWANPRICE TERMS  CIF BUSAN PORTSOUTH KOREAGLASS FIBER  YARN ECE22510B7500KGSUSD145KG,YARN,XU,20210406.xlsx,[' YARN '],rule,45
928,COMMODITYBASE OIL 150NQUANTITY1500MT5 PCTCOMMODITY BASE OIL 500N QUANTITY1500MT5 PCTPRICE TERMFOB MAILIAOTAIWAN,BASE OIL 500N,61,20210406.xlsx,"['BASE OIL 500N', 'BASE OIL 150N']",rule,60
929,COMMODITYBASE OIL 150NQUANTITY1500MT5 PCTCOMMODITY BASE OIL 500N QUANTITY1500MT5 PCTPRICE TERMFOB MAILIAOTAIWAN,BASE OIL 500N,61,20210406.xlsx,"['BASE OIL 500N', 'BASE OIL 150N']",rule,60
932,TERMS OF SALES  CIF NHAVA SHEVA PORT INDIA45000 KGS OF EVA  TAISOX 7470M AS PER PROFORMA INVOICE NO H0LW08 DATED 01APR2021,TAISOX 7470M,18,20210406.xlsx,"[' TAISOX ', ' EVA ', 'TAISOX 7470M']",rule,18
933,TERMS OF SALES  CIF NHAVA SHEVA PORT INDIA45000 KGS OF EVA  TAISOX 7470M AS PER PROFORMA INVOICE NO H0LW08 DATED 01APR2021,TAISOX 7470M,18,20210406.xlsx,"[' TAISOX ', ' EVA ', 'TAISOX 7470M']",rule,18
934,HDPE  TAISOX 9020 QUANTITY 200MTUNIT PRICE USD 132000MTAMOUNT  USD 26400000PRICE TERM CIF HUANGPU,TAISOX 9020,18,20210406.xlsx,"['TAISOX 9020', ' TAISOX ']",rule,18
935,COMMODITY DESCRIPTION HDPE  TAISOX 9020 QUANTITY200MTUNIT PRICEUSD1320MT CIF XINGANGCHINATOTAL PRICEUSD26400000ORIGINTAIWANMANUFACTURER FORMOSA PLASTICS CORPORATIONPACKING BY 25KGS NET PER BAG WITHOUT PALLET,TAISOX 9020,18,20210406.xlsx,"['TAISOX 9020', ' TAISOX ', ' HDPE ']",rule,18
936,CONTRACT NO H0FW261COMMODITY HDPE  TAISOX 9001 QUANTITY 10000 MTUNIT PRICE USD116000MT FOB ANY PORT IN TAIWANAMOUNT USD11600000,TAISOX 9001,18,20210406.xlsx,"[' TAISOX ', ' HDPE ', 'TAISOX 9001']",rule,18
937,CONTRACT NO H0FW261COMMODITY HDPE  TAISOX 9001 QUANTITY 10000 MTUNIT PRICE USD116000MT FOB ANY PORT IN TAIWANAMOUNT USD11600000,TAISOX 9001,18,20210406.xlsx,"[' TAISOX ', ' HDPE ', 'TAISOX 9001']",rule,18
938,CONTRACT NO H0FW262COMMODITY HDPE  TAISOX 9001 QUANTITY 40000MTUNIT PRICE USD116000MT FOB ANY TAIWAN PORTAMOUNT USD46400000,TAISOX 9001,18,20210406.xlsx,"[' TAISOX ', ' HDPE ', 'TAISOX 9001']",rule,18
939,CONTRACT NO H0FW262COMMODITY HDPE  TAISOX 9001 QUANTITY 40000MTUNIT PRICE USD116000MT FOB ANY TAIWAN PORTAMOUNT USD46400000,TAISOX 9001,18,20210406.xlsx,"[' TAISOX ', ' HDPE ', 'TAISOX 9001']",rule,18
940,1 100000 KGS OF  PP SHEET   RIGID PVC SHEET  APET FILM PET FILM  PP FILM  PP SYNTHETIC PAPER2 80000 PCS OF RIGID PVC PLATE  RIGID PVC SHEET3 100000 KGS OF BOPP FILM  SYNTHETIC PAPER4 800000 SM OF PP SYNTHETIC PAPER  PP FILM  BOPP FILM SYNTHETIC PAPER5 800000 M2 OF PP FILM  PP SHEET  BOPP FILM  SYNTHETIC PAPER PP SYNTHETIC PAPERCIF HONG KONG10 MORE OR LESS IN QUANTITY PER ITEM SHIPPED ALLOWED,PP SHEET,22,20210406.xlsx,"[' PP ', 'PET FILM', 'PVC SHEET', 'PVC PLATE', 'PP SHEET', 'PP SYNTHETIC PAPER', ' BOPP ']",rule,23
941,1 100000 KGS OF  PP SHEET   RIGID PVC SHEET  APET FILM PET FILM  PP FILM  PP SYNTHETIC PAPER2 80000 PCS OF RIGID PVC PLATE  RIGID PVC SHEET3 100000 KGS OF BOPP FILM  SYNTHETIC PAPER4 800000 SM OF PP SYNTHETIC PAPER  PP FILM  BOPP FILM SYNTHETIC PAPER5 800000 M2 OF PP FILM  PP SHEET  BOPP FILM  SYNTHETIC PAPER PP SYNTHETIC PAPERCIF HONG KONG10 MORE OR LESS IN QUANTITY PER ITEM SHIPPED ALLOWED,PP SHEET,22,20210406.xlsx,"[' PP ', 'PET FILM', 'PVC SHEET', 'PVC PLATE', 'PP SHEET', 'PP SYNTHETIC PAPER', ' BOPP ']",rule,23
942,1 100000 KGS OF  PP SHEET   RIGID PVC SHEET  APET FILM PET FILM  PP FILM  PP SYNTHETIC PAPER2 80000 PCS OF RIGID PVC PLATE  RIGID PVC SHEET3 100000 KGS OF BOPP FILM  SYNTHETIC PAPER4 800000 SM OF PP SYNTHETIC PAPER  PP FILM  BOPP FILM SYNTHETIC PAPER5 800000 M2 OF PP FILM  PP SHEET  BOPP FILM  SYNTHETIC PAPER PP SYNTHETIC PAPERCIF HONG KONG10 MORE OR LESS IN QUANTITY PER ITEM SHIPPED ALLOWED,PP SHEET,22,20210406.xlsx,"[' PP ', 'PET FILM', 'PVC SHEET', 'PVC PLATE', 'PP SHEET', 'PP SYNTHETIC PAPER', ' BOPP ']",rule,23
943,1 100000 KGS OF  PP SHEET   RIGID PVC SHEET  APET FILM PET FILM  PP FILM  PP SYNTHETIC PAPER2 80000 PCS OF RIGID PVC PLATE  RIGID PVC SHEET3 100000 KGS OF BOPP FILM  SYNTHETIC PAPER4 800000 SM OF PP SYNTHETIC PAPER  PP FILM  BOPP FILM SYNTHETIC PAPER5 800000 M2 OF PP FILM  PP SHEET  BOPP FILM  SYNTHETIC PAPER PP SYNTHETIC PAPERCIF HONG KONG10 MORE OR LESS IN QUANTITY PER ITEM SHIPPED ALLOWED,PP SHEET,22,20210406.xlsx,"[' PP ', 'PET FILM', 'PVC SHEET', 'PVC PLATE', 'PP SHEET', 'PP SYNTHETIC PAPER', ' BOPP ']",rule,23
944,1 100000 KGS OF  PP SHEET   RIGID PVC SHEET  APET FILM PET FILM  PP FILM  PP SYNTHETIC PAPER2 80000 PCS OF RIGID PVC PLATE  RIGID PVC SHEET3 100000 KGS OF BOPP FILM  SYNTHETIC PAPER4 800000 SM OF PP SYNTHETIC PAPER  PP FILM  BOPP FILM SYNTHETIC PAPER5 800000 M2 OF PP FILM  PP SHEET  BOPP FILM  SYNTHETIC PAPER PP SYNTHETIC PAPERCIF HONG KONG10 MORE OR LESS IN QUANTITY PER ITEM SHIPPED ALLOWED,PP SHEET,22,20210406.xlsx,"[' PP ', 'PET FILM', 'PVC SHEET', 'PVC PLATE', 'PP SHEET', 'PP SYNTHETIC PAPER', ' BOPP ']",rule,23
945,1 100000 KGS OF  PP SHEET   RIGID PVC SHEET  APET FILM PET FILM  PP FILM  PP SYNTHETIC PAPER2 80000 PCS OF RIGID PVC PLATE  RIGID PVC SHEET3 100000 KGS OF BOPP FILM  SYNTHETIC PAPER4 800000 SM OF PP SYNTHETIC PAPER  PP FILM  BOPP FILM SYNTHETIC PAPER5 800000 M2 OF PP FILM  PP SHEET  BOPP FILM  SYNTHETIC PAPER PP SYNTHETIC PAPERCIF HONG KONG10 MORE OR LESS IN QUANTITY PER ITEM SHIPPED ALLOWED,PP SHEET,22,20210406.xlsx,"[' PP ', 'PET FILM', 'PVC SHEET', 'PVC PLATE', 'PP SHEET', 'PP SYNTHETIC PAPER', ' BOPP ']",rule,23
946,1 100000 KGS OF  PP SHEET   RIGID PVC SHEET  APET FILM PET FILM  PP FILM  PP SYNTHETIC PAPER2 80000 PCS OF RIGID PVC PLATE  RIGID PVC SHEET3 100000 KGS OF BOPP FILM  SYNTHETIC PAPER4 800000 SM OF PP SYNTHETIC PAPER  PP FILM  BOPP FILM SYNTHETIC PAPER5 800000 M2 OF PP FILM  PP SHEET  BOPP FILM  SYNTHETIC PAPER PP SYNTHETIC PAPERCIF HONG KONG10 MORE OR LESS IN QUANTITY PER ITEM SHIPPED ALLOWED,PP SHEET,22,20210406.xlsx,"[' PP ', 'PET FILM', 'PVC SHEET', 'PVC PLATE', 'PP SHEET', 'PP SYNTHETIC PAPER', ' BOPP ']",rule,23
947,1 100000 KGS OF  PP SHEET   RIGID PVC SHEET  APET FILM PET FILM  PP FILM  PP SYNTHETIC PAPER2 80000 PCS OF RIGID PVC PLATE  RIGID PVC SHEET3 100000 KGS OF BOPP FILM  SYNTHETIC PAPER4 800000 SM OF PP SYNTHETIC PAPER  PP FILM  BOPP FILM SYNTHETIC PAPER5 800000 M2 OF PP FILM  PP SHEET  BOPP FILM  SYNTHETIC PAPER PP SYNTHETIC PAPERCIF HONG KONG10 MORE OR LESS IN QUANTITY PER ITEM SHIPPED ALLOWED,PP SHEET,22,20210406.xlsx,"[' PP ', 'PET FILM', 'PVC SHEET', 'PVC PLATE', 'PP SHEET', 'PP SYNTHETIC PAPER', ' BOPP ']",rule,23
948,1 100000 KGS OF  PP SHEET   RIGID PVC SHEET  APET FILM PET FILM  PP FILM  PP SYNTHETIC PAPER2 80000 PCS OF RIGID PVC PLATE  RIGID PVC SHEET3 100000 KGS OF BOPP FILM  SYNTHETIC PAPER4 800000 SM OF PP SYNTHETIC PAPER  PP FILM  BOPP FILM SYNTHETIC PAPER5 800000 M2 OF PP FILM  PP SHEET  BOPP FILM  SYNTHETIC PAPER PP SYNTHETIC PAPERCIF HONG KONG10 MORE OR LESS IN QUANTITY PER ITEM SHIPPED ALLOWED,PP SHEET,23,20210406.xlsx,"[' PP ', 'PET FILM', 'PVC SHEET', 'PVC PLATE', 'PP SHEET', 'PP SYNTHETIC PAPER', ' BOPP ']",rule,23
949,1 100000 KGS OF  PP SHEET   RIGID PVC SHEET  APET FILM PET FILM  PP FILM  PP SYNTHETIC PAPER2 80000 PCS OF RIGID PVC PLATE  RIGID PVC SHEET3 100000 KGS OF BOPP FILM  SYNTHETIC PAPER4 800000 SM OF PP SYNTHETIC PAPER  PP FILM  BOPP FILM SYNTHETIC PAPER5 800000 M2 OF PP FILM  PP SHEET  BOPP FILM  SYNTHETIC PAPER PP SYNTHETIC PAPERCIF HONG KONG10 MORE OR LESS IN QUANTITY PER ITEM SHIPPED ALLOWED,PP SHEET,23,20210406.xlsx,"[' PP ', 'PET FILM', 'PVC SHEET', 'PVC PLATE', 'PP SHEET', 'PP SYNTHETIC PAPER', ' BOPP ']",rule,23
950,1 100000 KGS OF  PP SHEET   RIGID PVC SHEET  APET FILM PET FILM  PP FILM  PP SYNTHETIC PAPER2 80000 PCS OF RIGID PVC PLATE  RIGID PVC SHEET3 100000 KGS OF BOPP FILM  SYNTHETIC PAPER4 800000 SM OF PP SYNTHETIC PAPER  PP FILM  BOPP FILM SYNTHETIC PAPER5 800000 M2 OF PP FILM  PP SHEET  BOPP FILM  SYNTHETIC PAPER PP SYNTHETIC PAPERCIF HONG KONG10 MORE OR LESS IN QUANTITY PER ITEM SHIPPED ALLOWED,PP SHEET,23,20210406.xlsx,"[' PP ', 'PET FILM', 'PVC SHEET', 'PVC PLATE', 'PP SHEET', 'PP SYNTHETIC PAPER', ' BOPP ']",rule,23
951,1 100000 KGS OF  PP SHEET   RIGID PVC SHEET  APET FILM PET FILM  PP FILM  PP SYNTHETIC PAPER2 80000 PCS OF RIGID PVC PLATE  RIGID PVC SHEET3 100000 KGS OF BOPP FILM  SYNTHETIC PAPER4 800000 SM OF PP SYNTHETIC PAPER  PP FILM  BOPP FILM SYNTHETIC PAPER5 800000 M2 OF PP FILM  PP SHEET  BOPP FILM  SYNTHETIC PAPER PP SYNTHETIC PAPERCIF HONG KONG10 MORE OR LESS IN QUANTITY PER ITEM SHIPPED ALLOWED,PP SHEET,23,20210406.xlsx,"[' PP ', 'PET FILM', 'PVC SHEET', 'PVC PLATE', 'PP SHEET', 'PP SYNTHETIC PAPER', ' BOPP ']",rule,23
952,EVA  TAISOX 7470M   72MT USD2650MTEVAHS CODE 390130INCOTERMS 2010 CIF CAT LAI PORT VIETNAM,TAISOX 7470M,18,20210406.xlsx,"[' TAISOX ', 'TAISOX 7470M']",rule,18
953,CIF BUSANORIGIN  TAIWAN GLASS FIBER  YARN ECG3710B 10Z 61135000KGS AT USD130KG  USD45500,YARN,XU,20210406.xlsx,[' YARN '],rule,45
956,COUNTRY OF ORIGIN  TAIWANPRICE TERMS  FOB ANY TAIWAN PORTPO NUMBER  H0Q153PRODUCT  LLDPE  TAISOX 3840U  96MT,TAISOX 3840U,18,20210406.xlsx,"[' TAISOX ', 'TAISOX 3840U']",rule,18
959,1400 MTS OF PVC RESIN B57 AND 350 MTS OF  PVC RESIN S60  AND320 MTS PVC RESIN S65 AND 360 MTS OF PVC RESIN S65D AS PERSALES CONTRACT NO T21312 DATED 18032021TERMS CIF NHAVA SHEVA PORT INDIAINCOTERMS 2020,PVC RESIN S60,11,20210406.xlsx,"['PVC RESIN S60', 'PVC RESIN B57', 'PVC RESIN S65']",rule,11
960,1400 MTS OF PVC RESIN B57 AND 350 MTS OF  PVC RESIN S60  AND320 MTS PVC RESIN S65 AND 360 MTS OF PVC RESIN S65D AS PERSALES CONTRACT NO T21312 DATED 18032021TERMS CIF NHAVA SHEVA PORT INDIAINCOTERMS 2020,PVC RESIN S60,11,20210406.xlsx,"['PVC RESIN S60', 'PVC RESIN B57', 'PVC RESIN S65']",rule,11
961,1400 MTS OF PVC RESIN B57 AND 350 MTS OF  PVC RESIN S60  AND320 MTS PVC RESIN S65 AND 360 MTS OF PVC RESIN S65D AS PERSALES CONTRACT NO T21312 DATED 18032021TERMS CIF NHAVA SHEVA PORT INDIAINCOTERMS 2020,PVC RESIN S60,11,20210406.xlsx,"['PVC RESIN S60', 'PVC RESIN B57', 'PVC RESIN S65']",rule,11
962,1400 MTS OF PVC RESIN B57 AND 350 MTS OF  PVC RESIN S60  AND320 MTS PVC RESIN S65 AND 360 MTS OF PVC RESIN S65D AS PERSALES CONTRACT NO T21312 DATED 18032021TERMS CIF NHAVA SHEVA PORT INDIAINCOTERMS 2020,PVC RESIN S60,11,20210406.xlsx,"['PVC RESIN S60', 'PVC RESIN B57', 'PVC RESIN S65']",rule,11
963,COVERING SHIPMENT OF 128MTS OF  ACETONITRILE  AT THE RATE OFUSD370000PER MTSTOTALLY VALUED USD4736000CIFNHAVA SHEVAINDIA,ACETONITRILE,1A,20210406.xlsx,[' ACETONITRILE '],rule,1A
967,COUNTRY OF ORIGIN  TAIWANPRICE TERMS  CIF BUSAN PORTSOUTH KOREAGLASS FIBER  YARN  ECG7510B 18000KGS USD140KG,YARN,XU,20210406.xlsx,[' YARN '],rule,45
969,CIF PINGNAN1 1012 MTS OF  PVC RESIN S60  USD153500 PER MTAS PER PO NO ZIMP45003641702 198 MTS OF PVC RESIN S70 USD153500 PER MTAS PER PO NO ZIMP45003641703 198 MTS OF PVC RESIN S70 USD153500 PER MTAS PER PO NO ZIMP4500364172,PVC RESIN S60,11,20210406.xlsx,"['PVC RESIN S60', 'PVC RESIN S70']",rule,11
970,CIF PINGNAN1 1012 MTS OF  PVC RESIN S60  USD153500 PER MTAS PER PO NO ZIMP45003641702 198 MTS OF PVC RESIN S70 USD153500 PER MTAS PER PO NO ZIMP45003641703 198 MTS OF PVC RESIN S70 USD153500 PER MTAS PER PO NO ZIMP4500364172,PVC RESIN S60,11,20210406.xlsx,"['PVC RESIN S60', 'PVC RESIN S70']",rule,11
971,CIF PINGNAN1 1012 MTS OF  PVC RESIN S60  USD153500 PER MTAS PER PO NO ZIMP45003641702 198 MTS OF PVC RESIN S70 USD153500 PER MTAS PER PO NO ZIMP45003641703 198 MTS OF PVC RESIN S70 USD153500 PER MTAS PER PO NO ZIMP4500364172,PVC RESIN S60,11,20210406.xlsx,"['PVC RESIN S60', 'PVC RESIN S70']",rule,11
972,CIF PINGNAN1 1012 MTS OF  PVC RESIN S60  USD153500 PER MTAS PER PO NO ZIMP45003641702 198 MTS OF PVC RESIN S70 USD153500 PER MTAS PER PO NO ZIMP45003641703 198 MTS OF PVC RESIN S70 USD153500 PER MTAS PER PO NO ZIMP4500364172,PVC RESIN S60,11,20210406.xlsx,"['PVC RESIN S60', 'PVC RESIN S70']",rule,11
973,CIF PINGNAN1 1012 MTS OF  PVC RESIN S60  USD153500 PER MTAS PER PO NO ZIMP45003641702 198 MTS OF PVC RESIN S70 USD153500 PER MTAS PER PO NO ZIMP45003641703 198 MTS OF PVC RESIN S70 USD153500 PER MTAS PER PO NO ZIMP4500364172,PVC RESIN S60,11,20210406.xlsx,"['PVC RESIN S60', 'PVC RESIN S70']",rule,11
974,CIF PINGNAN1 1012 MTS OF  PVC RESIN S60  USD153500 PER MTAS PER PO NO ZIMP45003641702 198 MTS OF PVC RESIN S70 USD153500 PER MTAS PER PO NO ZIMP45003641703 198 MTS OF PVC RESIN S70 USD153500 PER MTAS PER PO NO ZIMP4500364172,PVC RESIN S60,11,20210406.xlsx,"['PVC RESIN S60', 'PVC RESIN S70']",rule,11
975,COMMODITY  DIETHYLENE GLYCOL  DEGQUANTITY 1000MTS 5PCTUNIT PRICE USD890MTTOTAL AMOUNT USD 89000000 5PCTPACKING IN BULKORIGIN TAIWANCFR ZHANGJIAGANG CHINA,DIETHYLENE GLYCOL,2A,20210406.xlsx,['DIETHYLENE GLYCOL'],rule,2A
980,COUNTRY OF ORIGIN  TAIWANPRICE TERMS  CIF BUSAN PORTSOUTH KOREAGLASS FIBER  YARN ECG7510T18000KGSUSD150KG,YARN,XU,20210406.xlsx,[' YARN '],rule,45
981,EPOXY RESINA NPSN 901X75  QTY 22000 KGS AT USD 400 PER KGB NPES 607  QTY 6125 KGS AT USD 510 PER KGC  NPEL 128   QTY 19200 KGS AT USD 475 PER KGD NPES 909  QTY 5250 KGS AT USD 510 PER KGE NPES 901  QTY 1750 KGS AT USD 480 PER KGINCOTERMS  CIF JEBEL ALI FREE ZONE UAE,NPEL 128,2R,20210406.xlsx,"[' NPES ', 'NPSN 901X75', ' NPSN ', 'EPOXY RESIN', ' NPEL ', 'NPEL 128']",rule,2R
982,EPOXY RESINA NPSN 901X75  QTY 22000 KGS AT USD 400 PER KGB NPES 607  QTY 6125 KGS AT USD 510 PER KGC  NPEL 128   QTY 19200 KGS AT USD 475 PER KGD NPES 909  QTY 5250 KGS AT USD 510 PER KGE NPES 901  QTY 1750 KGS AT USD 480 PER KGINCOTERMS  CIF JEBEL ALI FREE ZONE UAE,NPEL 128,2R,20210406.xlsx,"[' NPES ', 'NPSN 901X75', ' NPSN ', 'EPOXY RESIN', ' NPEL ', 'NPEL 128']",rule,2R
983,EPOXY RESINA NPSN 901X75  QTY 22000 KGS AT USD 400 PER KGB NPES 607  QTY 6125 KGS AT USD 510 PER KGC  NPEL 128   QTY 19200 KGS AT USD 475 PER KGD NPES 909  QTY 5250 KGS AT USD 510 PER KGE NPES 901  QTY 1750 KGS AT USD 480 PER KGINCOTERMS  CIF JEBEL ALI FREE ZONE UAE,NPEL 128,2R,20210406.xlsx,"[' NPES ', 'NPSN 901X75', ' NPSN ', 'EPOXY RESIN', ' NPEL ', 'NPEL 128']",rule,2R
984,COMMODITY DESCRIPTION EVA  TAISOX 7350M QUANTITY 600MTUNIT PRICE USD255000MTCIF MAWEI FUZHOU CHINATOTAL AMOUNT USD153000000PACKING BY 25KGS NETPER BAG WITHOUT PALLETCONTRACT NO H0LW121,TAISOX 7350M,18,20210406.xlsx,"['TAISOX 7350M', ' TAISOX ', ' EVA ']",rule,18
985,COMMODITY DESCRIPTION EVA  TAISOX 7350M QUANTITY 600MTUNIT PRICE USD255000MTCIF MAWEI FUZHOU CHINATOTAL AMOUNT USD153000000PACKING BY 25KGS NETPER BAG WITHOUT PALLETCONTRACT NO H0LW121,TAISOX 7350M,18,20210406.xlsx,"['TAISOX 7350M', ' TAISOX ', ' EVA ']",rule,18
988,COMMODITY  PARAXYLENE QUANTITY 10000 MT 2 PCTUNIT PRICE USD78000MTSPECIFICATION PURITY 997PCT MINORIGIN TAIWANPACKING IN BULKFOB ANY PORT IN TAIWAN,PARAXYLENE,4H,20210406.xlsx,[' PARAXYLENE '],rule,4H
989,COMMODITY  PARAXYLENE QUANTITY 10000 MT 2 PCTUNIT PRICE USD78000MTSPECIFICATION PURITY 997PCT MINORIGIN TAIWANPACKING IN BULKFOB ANY PORT IN TAIWAN,PARAXYLENE,4H,20210406.xlsx,[' PARAXYLENE '],rule,4H
990,CIF BUSANORIGIN  TAIWANGLASS FIBER  YARN ECG3710 10Z 61518000KGS AT USD150KG  USD27000,YARN,XU,20210406.xlsx,[' YARN '],rule,45
992,144 MT  TETRAHYDROFURAN  998 MIN AT USD 540000 PER MTCIF NHAVA SHEVAINDIA INCOTERMS 2010AS PER SALES CONFIRMATION NO214085 DTD08APR2021ISSUED BY BENEFICIARY,TETRAHYDROFURAN,2P,20210406.xlsx,[' TETRAHYDROFURAN '],rule,2P
994,5000000MT 5 OF  PARAXYLENE AT USD79500MT FOB MAILIAO TAIWANPACKING IN BULK,PARAXYLENE,4H,20210406.xlsx,[' PARAXYLENE '],rule,4H
995,750000 KGS  GLASS FIBER  YARN AS PER FIRM OFFER NO KTTI210418 DD APR 15 2021PO NO I21040003CIF ANY THAILAND PORT THAILAND,YARN,XU,20210406.xlsx,[' YARN '],rule,45
